"","chr22"
"74922",629591
"74923",629620
"74924",629643
"74925",629655
"74926",629667
"74927",629670
"74928",629671
"74929",629706
"74930",629708
"74931",629717
"74932",629721
"74933",629722
"74934",629723
"74935",629725
"74936",629738
"74937",629742
"74938",629746
"74939",629747
"74940",629748
"74941",629789
"74942",629794
"74943",629801
"74944",629821
"74945",629841
"74946",629842
"74947",629846
"74948",629849
"74949",629858
"74950",629873
"74951",629874
"74952",629876
"74953",629888
"74954",629892
"74955",629913
"74956",629933
"74957",629936
"74958",629950
"74959",629964
"74960",629967
"74961",629970
"74962",629980
"74963",629986
"74964",630001
"74965",630005
"74966",630009
"74967",630029
"74968",630031
"74969",630034
"74970",630073
"74971",630079
"74972",630092
"74973",630095
"74974",630099
"74975",630106
"74976",630110
"74977",630118
"74978",630120
"74979",630135
"74980",630143
"74981",630150
"74982",630160
"74983",630164
"74984",630174
"74985",630177
"74986",630181
"74987",630187
"74988",630193
"74989",630200
"74990",630202
"74991",630209
"74992",630210
"74993",630214
"74994",630224
"74995",630225
"74996",630226
"74997",630228
"74998",630235
"74999",630236
"75000",630239
"75001",630242
"75002",630254
"75003",630261
"75004",630265
"75005",630266
"75006",630273
"75007",630282
"75008",630292
"75009",630301
"75010",630310
"75011",630312
"75012",630317
"75013",630332
"75014",630334
"75015",630343
"75016",630344
"75017",630374
"75018",630377
"75019",630386
"75020",630405
"75021",630415
"75022",630421
"75023",630432
"75024",630443
"75025",630458
"75026",630465
"75027",630485
"75028",630490
"75029",630493
"75030",630494
"75031",630496
"75032",630506
"75033",630507
"75034",630518
"75035",630523
"75036",630529
"75037",630531
"75038",630542
"75039",630568
"75040",630580
"75041",630600
"75042",630614
"75043",630617
"75044",630622
"75045",630642
"75046",630644
"75047",630653
"75048",630655
"75049",630658
"75050",630660
"75051",630668
"75052",630686
"75053",630688
"75054",630697
"75055",630701
"75056",630702
"75057",630708
"75058",630734
"75059",630744
"75060",630746
"75061",630764
"75062",630766
"75063",630778
"75064",630783
"75065",630788
"75066",630792
"75067",630793
"75068",630796
"75069",630811
"75070",630816
"75071",630819
"75072",630823
"75073",630855
"75074",630856
"75075",630862
"75076",630870
"75077",630883
"75078",630892
"75079",630894
"75080",630898
"75081",630905
"75082",630906
"75083",630920
"75084",630922
"75085",630924
"75086",630926
"75087",630936
"75088",630937
"75089",630947
"75090",630948
"75091",630955
"75092",630956
"75093",630957
"75094",630959
"75095",630961
"75096",630965
"75097",630967
"75098",630969
"75099",630974
"75100",630984
"75101",630997
"75102",631022
"75103",631025
"75104",631026
"75105",631039
"75106",631041
"75107",631057
"75108",631061
"75109",631066
"75110",631096
"75111",631102
"75112",631105
"75113",631110
"75114",631121
"75115",631137
"75116",631140
"75117",631143
"75118",631154
"75119",631170
"75120",631174
"75121",631187
"75122",631219
"75123",631222
"75124",631232
"75125",631236
"75126",631247
"75127",631260
"75128",631276
"75129",631300
"75130",631303
"75131",631316
"75132",631325
"75133",631337
"75134",631343
"75135",631347
"75136",631348
"75137",631353
"75138",631359
"75139",631360
"75140",631377
"75141",631393
"75142",631399
"75143",631400
"75144",631406
"75145",631420
"75146",631430
"75147",631435
"75148",631438
"75149",631443
"75150",631445
"75151",631447
"75152",631449
"75153",631452
"75154",631463
"75155",631464
"75156",631473
"75157",631477
"75158",631479
"75159",631481
"75160",631482
"75161",631489
"75162",631495
"75163",631516
"75164",631520
"75165",631537
"75166",631541
"75167",631548
"75168",631556
"75169",631557
"75170",631567
"75171",631577
"75172",631588
"75173",631590
"75174",631594
"75175",631611
"75176",631612
"75177",631616
"75178",631622
"75179",631658
"75180",631664
"75181",631672
"75182",631681
"75183",631690
"75184",631700
"75185",631714
"75186",631717
"75187",631719
"75188",631720
"75189",631729
"75190",631730
"75191",631738
"75192",631742
"75193",631746
"75194",631753
"75195",631759
"75196",631761
"75197",631779
"75198",631780
"75199",631790
"75200",631828
"75201",631838
"75202",631842
"75203",631847
"75204",631851
"75205",631852
"75206",631862
"75207",631880
"75208",631884
"75209",631885
"75210",631886
"75211",631899
"75212",631927
"75213",631929
"75214",631942
"75215",631947
"75216",631950
"75217",631964
"75218",631965
"75219",631970
"75220",631978
"75221",631999
"75222",632000
"75223",632021
"75224",632023
"75225",632033
"75226",632035
"75227",632038
"75228",632042
"75229",632043
"75230",632051
"75231",632086
"75232",632090
"75233",632091
"75234",632092
"75235",632094
"75236",632096
"75237",632101
"75238",632103
"75239",632126
"75240",632129
"75241",632141
"75242",632154
"75243",632163
"75244",632173
"75245",632175
"75246",632182
"75247",632185
"75248",632193
"75249",632202
"75250",632203
"75251",632216
"75252",632222
"75253",632236
"75254",632247
"75255",632255
"75256",632262
"75257",632265
"75258",632269
"75259",632303
"75260",632304
"75261",632308
"75262",632315
"75263",632331
"75264",632359
"75265",632365
"75266",632377
"75267",632380
"75268",632390
"75269",632395
"75270",632414
"75271",632418
"75272",632435
"75273",632459
"75274",632491
"75275",632494
"75276",632496
"75277",632504
"75278",632512
"75279",632525
"75280",632526
"75281",632534
"75282",632556
"75283",632562
"75284",632567
"75285",632571
"75286",632584
"75287",632601
"75288",632604
"75289",632607
"75290",632617
"75291",632626
"75292",632640
"75293",632659
"75294",632660
"75295",632689
"75296",632707
"75297",632710
"75298",632716
"75299",632720
"75300",632721
"75301",632723
"75302",632732
"75303",632734
"75304",632738
"75305",632752
"75306",632771
"75307",632783
"75308",632800
"75309",632841
"75310",632845
"75311",632879
"75312",632880
"75313",632899
"75314",632911
"75315",632921
"75316",632940
"75317",632944
"75318",632948
"75319",632956
"75320",632960
"75321",632963
"75322",632965
"75323",632969
"75324",632978
"75325",632985
"75326",633002
"75327",633005
"75328",633010
"75329",633019
"75330",633028
"75331",633040
"75332",633067
"75333",633070
"75334",633083
"75335",633090
"75336",633091
"75337",633100
"75338",633113
"75339",633121
"75340",633123
"75341",633126
"75342",633129
"75343",633135
"75344",633144
"75345",633147
"75346",633179
"75347",633186
"75348",633218
"75349",633222
"75350",633234
"75351",633243
"75352",633248
"75353",633266
"75354",633275
"75355",633288
"75356",633289
"75357",633293
"75358",633297
"75359",633321
"75360",633336
"75361",633338
"75362",633340
"75363",633344
"75364",633351
"75365",633352
"75366",633356
"75367",633373
"75368",633398
"75369",633400
"75370",633405
"75371",633408
"75372",633426
"75373",633438
"75374",633441
"75375",633448
"75376",633452
"75377",633456
"75378",633462
"75379",633463
"75380",633465
"75381",633468
"75382",633481
"75383",633483
"75384",633490
"75385",633491
"75386",633495
"75387",633498
"75388",633499
"75389",633510
"75390",633533
"75391",633574
"75392",633582
"75393",633585
"75394",633588
"75395",633601
"75396",633608
"75397",633613
"75398",633620
"75399",633623
"75400",633624
"75401",633625
"75402",633631
"75403",633632
"75404",633634
"75405",633643
"75406",633657
"75407",633672
"75408",633677
"75409",633680
"75410",633712
"75411",633713
"75412",633728
"75413",633736
"75414",633738
"75415",633758
"75416",633766
"75417",633774
"75418",633778
"75419",633791
"75420",633797
"75421",633800
"75422",633801
"75423",633807
"75424",633819
"75425",633823
"75426",633834
"75427",633857
"75428",633862
"75429",633865
"75430",633872
"75431",633892
"75432",633896
"75433",633915
"75434",633917
"75435",633926
"75436",633929
"75437",633930
"75438",633940
"75439",633958
"75440",633963
"75441",633968
"75442",633988
"75443",633990
"75444",633997
"75445",634004
"75446",634012
"75447",634013
"75448",634015
"75449",634018
"75450",634023
"75451",634026
"75452",634034
"75453",634037
"75454",634060
"75455",634061
"75456",634068
"75457",634072
"75458",634074
"75459",634081
"75460",634090
"75461",634107
"75462",634110
"75463",634111
"75464",634117
"75465",634124
"75466",634132
"75467",634141
"75468",634147
"75469",634151
"75470",634152
"75471",634156
"75472",634169
"75473",634170
"75474",634173
"75475",634185
"75476",634189
"75477",634191
"75478",634193
"75479",634195
"75480",634199
"75481",634202
"75482",634207
"75483",634210
"75484",634211
"75485",634223
"75486",634227
"75487",634235
"75488",634242
"75489",634247
"75490",634248
"75491",634256
"75492",634259
"75493",634270
"75494",634283
"75495",634308
"75496",634314
"75497",634315
"75498",634321
"75499",634322
"75500",634326
"75501",634335
"75502",634344
"75503",634345
"75504",634348
"75505",634355
"75506",634357
"75507",634365
"75508",634368
"75509",634402
"75510",634406
"75511",634411
"75512",634422
"75513",634423
"75514",634443
"75515",634448
"75516",634456
"75517",634462
"75518",634487
"75519",634497
"75520",634516
"75521",634523
"75522",634543
"75523",634548
"75524",634551
"75525",634557
"75526",634561
"75527",634567
"75528",634576
"75529",634591
"75530",634593
"75531",634622
"75532",634623
"75533",634645
"75534",634665
"75535",634666
"75536",634681
"75537",634691
"75538",634702
"75539",634711
"75540",634721
"75541",634724
"75542",634729
"75543",634731
"75544",634774
"75545",634775
"75546",634777
"75547",634785
"75548",634789
"75549",634793
"75550",634804
"75551",634806
"75552",634823
"75553",634837
"75554",634845
"75555",634850
"75556",634859
"75557",634861
"75558",634863
"75559",634864
"75560",634867
"75561",634869
"75562",634903
"75563",634912
"75564",634915
"75565",634930
"75566",634936
"75567",634947
"75568",634949
"75569",634951
"75570",634963
"75571",634966
"75572",634967
"75573",634973
"75574",634975
"75575",634992
"75576",634994
"75577",635002
"75578",635016
"75579",635023
"75580",635025
"75581",635050
"75582",635053
"75583",635060
"75584",635070
"75585",635071
"75586",635075
"75587",635080
"75588",635102
"75589",635105
"75590",635110
"75591",635113
"75592",635120
"75593",635165
"75594",635209
"75595",635213
"75596",635215
"75597",635225
"75598",635239
"75599",635273
"75600",635275
"75601",635284
"75602",635298
"75603",635303
"75604",635308
"75605",635309
"75606",635310
"75607",635312
"75608",635314
"75609",635318
"75610",635326
"75611",635327
"75612",635331
"75613",635341
"75614",635355
"75615",635361
"75616",635370
"75617",635381
"75618",635382
"75619",635400
"75620",635409
"75621",635414
"75622",635420
"75623",635436
"75624",635443
"75625",635460
"75626",635468
"75627",635474
"75628",635481
"75629",635483
"75630",635485
"75631",635487
"75632",635497
"75633",635512
"75634",635519
"75635",635524
"75636",635532
"75637",635534
"75638",635539
"75639",635559
"75640",635586
"75641",635599
"75642",635615
"75643",635617
"75644",635634
"75645",635635
"75646",635651
"75647",635661
"75648",635681
"75649",635688
"75650",635690
"75651",635694
"75652",635698
"75653",635708
"75654",635726
"75655",635731
"75656",635734
"75657",635747
"75658",635748
"75659",635753
"75660",635756
"75661",635766
"75662",635773
"75663",635776
"75664",635781
"75665",635786
"75666",635788
"75667",635793
"75668",635799
"75669",635802
"75670",635807
"75671",635845
"75672",635848
"75673",635874
"75674",635905
"75675",635910
"75676",635920
"75677",635922
"75678",635944
"75679",635949
"75680",636004
"75681",636006
"75682",636016
"75683",636018
"75684",636022
"75685",636024
"75686",636031
"75687",636033
"75688",636034
"75689",636051
"75690",636055
"75691",636064
"75692",636092
"75693",636093
"75694",636098
"75695",636099
"75696",636147
"75697",636162
"75698",636170
"75699",636175
"75700",636180
"75701",636181
"75702",636184
"75703",636190
"75704",636205
"75705",636210
"75706",636212
"75707",636224
"75708",636226
"75709",636228
"75710",636231
"75711",636248
"75712",636269
"75713",636278
"75714",636289
"75715",636290
"75716",636295
"75717",636307
"75718",636321
"75719",636327
"75720",636330
"75721",636355
"75722",636356
"75723",636359
"75724",636364
"75725",636378
"75726",636386
"75727",636387
"75728",636390
"75729",636392
"75730",636394
"75731",636395
"75732",636397
"75733",636413
"75734",636418
"75735",636428
"75736",636466
"75737",636511
"75738",636526
"75739",636527
"75740",636533
"75741",636538
"75742",636544
"75743",636548
"75744",636557
"75745",636558
"75746",636559
"75747",636568
"75748",636575
"75749",636586
"75750",636588
"75751",636589
"75752",636594
"75753",636598
"75754",636602
"75755",636606
"75756",636611
"75757",636648
"75758",636658
"75759",636668
"75760",636677
"75761",636679
"75762",636682
"75763",636697
"75764",636699
"75765",636703
"75766",636719
"75767",636732
"75768",636738
"75769",636739
"75770",636745
"75771",636748
"75772",636760
"75773",636767
"75774",636790
"75775",636791
"75776",636795
"75777",636798
"75778",636802
"75779",636819
"75780",636825
"75781",636828
"75782",636841
"75783",636864
"75784",636867
"75785",636870
"75786",636873
"75787",636886
"75788",636891
"75789",636903
"75790",636935
"75791",636948
"75792",636956
"75793",636964
"75794",636967
"75795",636973
"75796",636983
"75797",636994
"75798",636995
"75799",637002
"75800",637005
"75801",637043
"75802",637065
"75803",637073
"75804",637094
"75805",637106
"75806",637111
"75807",637118
"75808",637125
"75809",637133
"75810",637142
"75811",637146
"75812",637176
"75813",637180
"75814",637182
"75815",637190
"75816",637199
"75817",637217
"75818",637223
"75819",637238
"75820",637256
"75821",637260
"75822",637264
"75823",637265
"75824",637266
"75825",637270
"75826",637277
"75827",637304
"75828",637334
"75829",637341
"75830",637362
"75831",637367
"75832",637375
"75833",637376
"75834",637387
"75835",637390
"75836",637398
"75837",637417
"75838",637429
"75839",637439
"75840",637480
"75841",637519
"75842",637522
"75843",637525
"75844",637538
"75845",637539
"75846",637557
"75847",637571
"75848",637630
"75849",637642
"75850",637650
"75851",637677
"75852",637687
"75853",637688
"75854",637689
"75855",637697
"75856",637703
"75857",637710
"75858",637714
"75859",637718
"75860",637731
"75861",637746
"75862",637751
"75863",637757
"75864",637777
"75865",637783
"75866",637786
"75867",637797
"75868",637808
"75869",637819
"75870",637828
"75871",637832
"75872",637848
"75873",637865
"75874",637866
"75875",637871
"75876",637896
"75877",637899
"75878",637902
"75879",637906
"75880",637921
"75881",637934
"75882",637935
"75883",637936
"75884",637942
"75885",637944
"75886",637947
"75887",637972
"75888",637980
"75889",637996
"75890",637998
"75891",638005
"75892",638011
"75893",638039
"75894",638040
"75895",638047
"75896",638054
"75897",638056
"75898",638072
"75899",638077
"75900",638078
"75901",638089
"75902",638094
"75903",638115
"75904",638130
"75905",638133
"75906",638147
"75907",638151
"75908",638176
"75909",638186
"75910",638199
"75911",638200
"75912",638201
"75913",638202
"75914",638225
"75915",638235
"75916",638246
"75917",638251
"75918",638255
"75919",638257
"75920",638272
"75921",638286
"75922",638298
